,133.375,133.4375,133.5,133.5625,133.625,133.6875,133.75,133.8125,133.875,133.9375,134,134.0625,134.125,134.1875,134.25,134.3125,134.375,134.4375,134.5,134.5625,134.625,134.6875,134.75,134.8125,134.875,134.9375,135,135.0625,135.125,135.1875,135.25,135.3125,135.375,135.4375,135.5,135.5625,135.625,135.6875,135.75,135.8125,135.875,135.9375,136,136.0625,136.125,136.1875,136.25,136.3125,136.375,136.4375,136.5,136.5625,136.625,136.6875,136.75,136.8125,136.875,136.9375,137,137.0625,137.125,137.1875,137.25,137.3125,137.375
35.85,0.847116453,0.779054154,0.715939293,0.674685199,0.671117434,0.705176896,0.754607205,0.788433847,0.817014913,0.87511689,0.974981454,0.938045727,0.888447437,0.885396228,0.934153228,0.990305753,0.932634334,0.908338457,0.903757262,0.926704118,0.970320175,0.977700262,0.929303981,0.863395514,0.799372576,0.758511023,0.71756642,0.677202492,0.633360431,0.589867814,0.552318871,0.511396385,0.490700953,0.50236072,0.561556145,0.671725936,0.806581913,0.916573126,0.962164227,0.924813524,0.883838017,0.852624717,0.831994657,0.854524029,0.84177023,0.841153988,0.904220691,0.97049005,0.964476348,0.964904118,0.922452121,0.834633289,0.82539183,0.911155161,0.978977457,0.895420433,0.849875728,0.787354664,0.761254022,0.795749675,0.830143445,0.824684736,0.779324152,0.709202192,0.677249382
35.8,0.837454318,0.745883297,0.694990669,0.686885833,0.704142907,0.738319255,0.767429421,0.787883428,0.808927515,0.873955882,0.984262586,0.937420139,0.908333885,0.926376262,0.987326626,0.947160629,0.914074581,0.909082739,0.920971416,0.955105947,0.997532459,0.950881763,0.892236234,0.824939403,0.770456431,0.724375595,0.684494766,0.649816562,0.597377081,0.539826784,0.487460304,0.44177747,0.424617934,0.454619397,0.536767498,0.655335914,0.793775529,0.907175889,0.931354972,0.866076994,0.805520859,0.757883464,0.736702392,0.745516524,0.752553327,0.815835014,0.920348297,0.999863597,0.988943265,0.967512618,0.891739409,0.847126367,0.896833898,0.986409568,0.877258437,0.797648145,0.752852639,0.760898575,0.76396173,0.788832024,0.805754681,0.798357909,0.769301941,0.729035757,0.729246383
35.75,0.755236062,0.677224086,0.66188603,0.669039247,0.683576804,0.706874468,0.719942308,0.737531376,0.774140331,0.855946025,0.962734344,0.967043433,0.950659278,0.976706527,0.968768476,0.936176703,0.941190893,0.961999895,0.982964792,0.981005143,0.943204606,0.896340817,0.846977148,0.809401876,0.785841105,0.746176597,0.695405663,0.642141656,0.572141243,0.497539755,0.451720597,0.419853478,0.425170254,0.474647226,0.558545821,0.669276786,0.793571053,0.872151896,0.849848918,0.773008217,0.736804034,0.721192432,0.719500119,0.711766455,0.745924559,0.848289699,0.980842985,0.953317392,0.915211939,0.932592085,0.93200373,0.96458135,0.95724841,0.869461259,0.793150211,0.755997307,0.750629768,0.790474412,0.80115035,0.797264819,0.796033397,0.801565174,0.800387697,0.781979638,0.786738805
35.7,0.6717643,0.629356856,0.629740579,0.644438311,0.66474085,0.673149812,0.681145106,0.698816893,0.741107303,0.822802483,0.915158584,0.979339168,0.994151881,0.986622138,0.958985512,0.96932217,0.993670513,0.964778527,0.944421846,0.914182616,0.874361713,0.834667951,0.825218994,0.834752735,0.829441186,0.792418821,0.72162188,0.644974874,0.573945026,0.521240278,0.491314967,0.484146806,0.499845653,0.540553114,0.612799215,0.708473931,0.786384931,0.793623611,0.735215749,0.679366659,0.689238252,0.723201307,0.732013539,0.719823042,0.775167402,0.866892065,0.994704595,0.890626655,0.90800666,0.942809216,0.987006231,0.943179382,0.868876706,0.816437104,0.807511024,0.817121224,0.822887018,0.834742563,0.822547258,0.816519461,0.826200414,0.832160942,0.825953544,0.809310984,0.784489958
35.65,0.626229366,0.598171557,0.601498375,0.647669943,0.667370791,0.666076427,0.669531717,0.681460937,0.713234887,0.778746447,0.851164023,0.90891966,0.951896107,0.95146668,0.964384566,0.98900873,0.944620258,0.923118468,0.906706259,0.877924584,0.853436666,0.856313649,0.909742158,0.956855348,0.893375271,0.84429766,0.769792703,0.690807952,0.633127105,0.584523475,0.568596306,0.562109102,0.568112894,0.589317958,0.65317553,0.725846449,0.741977919,0.69984825,0.651555573,0.644822456,0.660951281,0.691299121,0.70805436,0.733442467,0.823919443,0.933854855,0.966231977,0.926374383,0.963038005,0.997531835,0.965599944,0.903589994,0.850992375,0.831387729,0.858479844,0.875818839,0.878932428,0.873137256,0.861894601,0.873364796,0.874058365,0.846379803,0.821257549,0.79897636,0.785197516
35.6,0.608289784,0.600239585,0.631244862,0.672951105,0.680546576,0.676568068,0.672948652,0.672721427,0.690213949,0.73702223,0.799077071,0.861132271,0.911274457,0.929515493,0.966023578,0.971896751,0.939199991,0.9364107,0.918750626,0.905809874,0.920777181,0.972246383,0.942148038,0.890354123,0.927985817,0.984164794,0.88338083,0.786350108,0.70760977,0.641102913,0.609698725,0.593392136,0.605021765,0.637715659,0.689513145,0.711704627,0.676449933,0.627866753,0.618557885,0.634844214,0.639476246,0.655437297,0.705106488,0.761729482,0.872989682,0.987830629,0.977209362,0.991825131,0.963169326,0.959464606,0.932441693,0.871769235,0.851883449,0.855005537,0.8752424,0.878943079,0.870065257,0.879727691,0.906192739,0.922894681,0.894504057,0.871686679,0.850328789,0.842967669,0.846614424
35.55,0.622168335,0.632608954,0.664104872,0.680867213,0.680601368,0.672773309,0.670154129,0.668780793,0.678713638,0.719070894,0.779875035,0.848332345,0.903532408,0.929410813,0.970834263,0.992498165,0.997606913,0.981979136,0.996533726,0.998000392,0.965814474,0.923963384,0.868995119,0.841385736,0.892930966,0.998959743,0.897920056,0.801968218,0.716718403,0.648371755,0.608768779,0.600068193,0.634921625,0.674711312,0.678424369,0.627685799,0.587303535,0.584316363,0.598003206,0.612400505,0.634509234,0.663400441,0.727558728,0.79645789,0.894190994,0.976586082,0.988562576,0.940738925,0.931116383,0.932750434,0.902001787,0.82897718,0.81364719,0.838673539,0.845814154,0.847141033,0.846119804,0.897632339,0.961491431,0.9677165,0.954343387,0.951848424,0.969014625,0.99828802,0.97613581
35.5,0.635013763,0.654160783,0.667232976,0.66363414,0.658601463,0.660218003,0.668974413,0.681991954,0.699319031,0.731861331,0.776882799,0.846651745,0.902031402,0.92350225,0.937710409,0.93118654,0.906735528,0.909413655,0.929461193,0.926233496,0.90420554,0.868544458,0.839456665,0.838023925,0.907860256,0.966133885,0.851164219,0.756867507,0.676327165,0.612896838,0.591955848,0.613283745,0.675305658,0.695956176,0.621938097,0.553330626,0.557032921,0.597435823,0.616790149,0.623996708,0.651817279,0.677224693,0.747484437,0.831994254,0.925221335,0.980644661,0.988453083,0.960647064,0.95074114,0.923657387,0.847081905,0.774437104,0.772757063,0.793224223,0.798062567,0.810218578,0.848426563,0.948107241,0.962127314,0.933385865,0.941313614,0.919027678,0.891204823,0.872986855,0.873977093
35.45,0.650556023,0.660631358,0.649596909,0.645030678,0.649711172,0.66517867,0.684514611,0.701701865,0.717262001,0.721689862,0.741383107,0.799486724,0.842197541,0.877329316,0.898230914,0.893170135,0.887184029,0.929563073,0.940817878,0.917587105,0.898263346,0.875217673,0.857651632,0.87762452,0.956511886,0.921914941,0.803974258,0.717474912,0.657659092,0.615650133,0.605062993,0.632767201,0.69710565,0.714327838,0.610000398,0.570359562,0.592335709,0.641696115,0.673300057,0.701974924,0.721833372,0.711544662,0.744540747,0.844052553,0.921039381,0.980444761,0.993450383,0.977094989,0.951462155,0.884125517,0.782917915,0.738227508,0.799821442,0.822968633,0.819809066,0.842474204,0.91001551,0.984246716,0.909077325,0.871415858,0.861659145,0.850364499,0.841599479,0.851442452,0.860246934
35.4,0.654496039,0.659393538,0.659103846,0.671987992,0.677826527,0.690244605,0.719783006,0.727173524,0.727011995,0.719910058,0.722041888,0.747112118,0.792498822,0.866013541,0.915253015,0.937088025,0.946715535,0.977015603,0.983837252,0.962819042,0.93454695,0.935485182,0.94794425,0.97459863,0.957497891,0.863502179,0.774853247,0.71175169,0.67585567,0.640349881,0.627733891,0.656532952,0.722963697,0.770375051,0.681481691,0.638364772,0.640095441,0.683260748,0.760572527,0.831836942,0.814731133,0.751799454,0.75887008,0.818688243,0.869111221,0.924521706,0.952965661,0.943456722,0.896407907,0.818333578,0.756756333,0.768997019,0.859258113,0.902402533,0.89015611,0.937306469,0.975698108,0.909879952,0.86881474,0.82869433,0.810621053,0.801176135,0.812613982,0.834545749,0.829972637
35.35,0.680003136,0.685535326,0.710643281,0.742676424,0.744258475,0.737141403,0.744226803,0.740428302,0.73347686,0.722329509,0.707489541,0.726261406,0.796429692,0.911162623,0.989152222,0.971572772,0.95944866,0.976452016,0.985911481,0.99785808,0.998031109,0.961863085,0.938002984,0.913622593,0.874240722,0.803542956,0.747041701,0.707138076,0.672799479,0.648003304,0.659550632,0.69871985,0.766270897,0.819704506,0.77631372,0.706143878,0.679498975,0.703145242,0.786875162,0.87845327,0.849104464,0.773343119,0.755078399,0.758761501,0.784317804,0.839216562,0.885893896,0.881466548,0.839067672,0.796307594,0.791261051,0.845108848,0.926619699,0.966821616,0.977111716,0.961227789,0.878606592,0.844684182,0.826191999,0.80313039,0.796535789,0.787774529,0.788429554,0.790299445,0.767218903
35.3,0.721078911,0.73406892,0.760075636,0.784435701,0.778665529,0.762537789,0.756040655,0.744429782,0.720496038,0.700548736,0.703211387,0.760976695,0.854526582,0.956708321,0.972245216,0.913816662,0.912977004,0.94536631,0.980942016,0.984586925,0.936865101,0.867167541,0.834369945,0.823895179,0.809784902,0.776428552,0.741642091,0.715120629,0.691231361,0.692371549,0.710507976,0.738374925,0.792725389,0.824590383,0.803905253,0.716768964,0.667382771,0.651628785,0.718655195,0.814792946,0.811110857,0.760306569,0.727993693,0.695058362,0.706677533,0.758964902,0.810040427,0.829599442,0.83532595,0.818338126,0.822089063,0.857723049,0.906835694,0.989736117,0.939879548,0.879186196,0.830803637,0.801038431,0.791642063,0.789183792,0.785888711,0.767580582,0.767777487,0.746153566,0.712514851
35.25,0.769275108,0.780467978,0.798980005,0.789599871,0.774221751,0.753992448,0.752446032,0.719403949,0.696409176,0.709798924,0.742951748,0.817932826,0.896050962,0.95370121,0.990542585,0.961111774,0.956710614,0.985001997,0.989808436,0.970819578,0.888371209,0.796923417,0.767833201,0.770291057,0.78034425,0.782191862,0.774129888,0.756427968,0.729658632,0.72207131,0.724495764,0.735293057,0.769325773,0.790229829,0.747109243,0.663398802,0.566905217,0.536780067,0.600842232,0.700395812,0.732260808,0.716804669,0.692000395,0.64937298,0.653334574,0.694936395,0.740031907,0.775378626,0.819368609,0.828755233,0.83832321,0.87370663,0.906067675,0.995218997,0.932328349,0.874615033,0.830596295,0.801569487,0.795192828,0.796536957,0.778901544,0.750673209,0.739982575,0.707125382,0.681697403
